1.18,2.67,0.46,4.66,2.02,4.17,2.93,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,20.0,60.0,100.0,40.0,40.0,40.0,40.0,40.0,20.0,20.0,20.0,60.0,60.0,80.0,100.0,40.0,40.0,40.0,40.0,20.0,20.0,20.0,20.0,60.0,60.0,60.0,80.0,100.0,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,20.0,60.0,80.0,100.0,40.0,40.0,40.0,40.0,20.0,20.0,20.0,20.0,80.0,60.0,60.0,100.0,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,20.0,20.0,60.0,80.0,100.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,20.0,20.0,60.0,80.0,100.0,40.0,40.0,40.0,40.0,40.0,80.0,80.0,80.0,100.0,20.0,20.0,60.0,20.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,80.0,80.0,80.0,100.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,20.0,20.0,60.0,100.0,40.0,40.0,40.0,40.0,40.0,20.0,20.0,20.0,20.0,80.0,60.0,60.0,60.0,60.0,100.0,40.0,40.0,40.0,40.0,60.0,60.0,80.0,100.0,40.0,40.0,40.0,20.0,20.0,20.0,20.0,0.0,0.25,0.25,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1.18,2.67,2.02,4.76,0.46,4.17,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,100.0,75.0,75.0,75.0,75.0,75.0,25.0,25.0,25.0,50.0,50.0,50.0,100.0,75.0,75.0,75.0,75.0,25.0,25.0,25.0,25.0,50.0,50.0,50.0,50.0,100.0,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,25.0,25.0,50.0,100.0,75.0,75.0,75.0,75.0,25.0,25.0,25.0,25.0,100.0,50.0,50.0,50.0,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,50.0,100.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,50.0,100.0,75.0,75.0,75.0,75.0,75.0,100.0,100.0,100.0,100.0,25.0,25.0,50.0,25.0,0.0,0.0,0.0,0.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,100.0,100.0,100.0,100.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,25.0,100.0,75.0,75.0,75.0,75.0,75.0,25.0,25.0,25.0,25.0,100.0,50.0,50.0,50.0,50.0,50.0,75.0,75.0,75.0,75.0,50.0,50.0,50.0,100.0,75.0,75.0,75.0,25.0,25.0,25.0,25.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.18,2.67,0.46,4.17,1.53,4.35,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,100.0,100.0,100.0,100.0,100.0,25.0,25.0,75.0,50.0,50.0,50.0,50.0,50.0,25.0,25.0,25.0,75.0,75.0,75.0,75.0,50.0,50.0,50.0,100.0,25.0,25.0,25.0,25.0,75.0,75.0,75.0,75.0,75.0,50.0,50.0,50.0,50.0,50.0,100.0,100.0,100.0,25.0,25.0,25.0,75.0,50.0,50.0,50.0,50.0,25.0,25.0,25.0,75.0,100.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,100.0,100.0,100.0,100.0,25.0,25.0,25.0,25.0,75.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,75.0,100.0,50.0,50.0,50.0,50.0,100.0,75.0,75.0,75.0,75.0,25.0,25.0,25.0,25.0,100.0,100.0,100.0,100.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,100.0,75.0,75.0,75.0,75.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,25.0,25.0,100.0,50.0,50.0,50.0,50.0,50.0,25.0,25.0,25.0,75.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,75.0,75.0,75.0,100.0,50.0,50.0,50.0,25.0,25.0,25.0,25.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.53,3.23,2.22,3.95,1.32,4.35,0.91,4.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,80.0,80.0,80.0,80.0,80.0,20.0,20.0,60.0,80.0,80.0,80.0,80.0,100.0,60.0,60.0,60.0,20.0,20.0,20.0,40.0,80.0,80.0,80.0,100.0,60.0,60.0,60.0,60.0,20.0,20.0,20.0,20.0,40.0,80.0,80.0,80.0,80.0,100.0,0.0,0.0,0.0,20.0,20.0,40.0,60.0,80.0,80.0,80.0,100.0,20.0,20.0,20.0,20.0,60.0,40.0,40.0,40.0,100.0,100.0,100.0,100.0,100.0,80.0,80.0,80.0,80.0,20.0,20.0,20.0,40.0,60.0,100.0,100.0,100.0,80.0,80.0,80.0,80.0,20.0,20.0,20.0,40.0,60.0,80.0,80.0,80.0,80.0,80.0,20.0,40.0,60.0,100.0,0.0,0.0,0.0,20.0,80.0,80.0,80.0,80.0,100.0,100.0,100.0,100.0,100.0,80.0,80.0,80.0,20.0,40.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,40.0,100.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,100.0,40.0,40.0,40.0,60.0,80.0,0.0,0.0,0.0,0.0,20.0,20.0,40.0,60.0,100.0,100.0,100.0,80.0,80.0,80.0,80.0,0.25,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.53,3.23,2.22,3.95,1.32,4.35,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,25.0,25.0,75.0,100.0,100.0,100.0,100.0,100.0,75.0,75.0,75.0,25.0,25.0,25.0,50.0,100.0,100.0,100.0,100.0,75.0,75.0,75.0,75.0,25.0,25.0,25.0,25.0,50.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,25.0,25.0,50.0,75.0,100.0,100.0,100.0,100.0,25.0,25.0,25.0,25.0,75.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,25.0,25.0,25.0,50.0,75.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,25.0,25.0,25.0,50.0,75.0,100.0,100.0,100.0,100.0,100.0,25.0,25.0,50.0,75.0,0.0,0.0,0.0,25.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,25.0,25.0,50.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,25.0,50.0,50.0,50.0,75.0,100.0,0.0,0.0,0.0,0.0,25.0,25.0,50.0,75.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.18,2.67,2.22,4.17,1.53,4.17,2.93,4.17,4.66,2.03,4.38,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,14.285714285714285,42.85714285714285,85.71428571428571,0.0,0.0,0.0,0.0,0.0,14.285714285714285,14.285714285714285,14.285714285714285,28.57142857142857,42.85714285714285,57.14285714285714,85.71428571428571,100.0,100.0,100.0,100.0,14.285714285714285,14.285714285714285,14.285714285714285,14.285714285714285,28.57142857142857,28.57142857142857,42.85714285714285,57.14285714285714,85.71428571428571,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,14.285714285714285,42.85714285714285,57.14285714285714,85.71428571428571,100.0,100.0,100.0,100.0,14.285714285714285,14.285714285714285,42.85714285714285,57.14285714285714,71.42857142857143,28.57142857142857,28.57142857142857,85.71428571428571,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,14.285714285714285,14.285714285714285,42.85714285714285,57.14285714285714,85.71428571428571,100.0,100.0,100.0,0.0,0.0,0.0,0.0,14.285714285714285,14.285714285714285,42.85714285714285,57.14285714285714,85.71428571428571,0.0,0.0,0.0,0.0,0.0,28.57142857142857,42.85714285714285,57.14285714285714,71.42857142857143,14.285714285714285,14.285714285714285,100.0,14.285714285714285,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,28.57142857142857,42.85714285714285,57.14285714285714,71.42857142857143,14.285714285714285,14.285714285714285,14.285714285714285,85.71428571428571,100.0,100.0,100.0,14.285714285714285,14.285714285714285,42.85714285714285,85.71428571428571,0.0,0.0,0.0,0.0,0.0,14.285714285714285,14.285714285714285,42.85714285714285,57.14285714285714,100.0,28.57142857142857,28.57142857142857,28.57142857142857,28.57142857142857,85.71428571428571,0.0,0.0,0.0,0.0,28.57142857142857,42.85714285714285,57.14285714285714,85.71428571428571,100.0,100.0,100.0,14.285714285714285,14.285714285714285,14.285714285714285,14.285714285714285,0.3333333333333333,0.1666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1.32,1.08,1.88,4.38,0.6,4.35,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,75.0,50.0,50.0,50.0,50.0,100.0,25.0,25.0,25.0,100.0,100.0,100.0,100.0,100.0,25.0,25.0,25.0,50.0,50.0,50.0,50.0,75.0,75.0,75.0,100.0,25.0,25.0,25.0,25.0,50.0,50.0,50.0,50.0,50.0,100.0,100.0,100.0,100.0,100.0,75.0,75.0,75.0,25.0,25.0,25.0,50.0,75.0,75.0,75.0,100.0,25.0,25.0,25.0,25.0,50.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,75.0,100.0,100.0,100.0,100.0,25.0,25.0,25.0,25.0,25.0,75.0,75.0,75.0,100.0,100.0,100.0,100.0,25.0,25.0,25.0,25.0,50.0,100.0,100.0,100.0,100.0,100.0,25.0,25.0,25.0,25.0,50.0,50.0,75.0,25.0,100.0,100.0,100.0,100.0,75.0,75.0,75.0,75.0,75.0,100.0,100.0,100.0,25.0,25.0,25.0,25.0,50.0,50.0,50.0,50.0,75.0,75.0,75.0,25.0,25.0,25.0,100.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,75.0,75.0,75.0,25.0,25.0,25.0,50.0,100.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,75.0,75.0,75.0,50.0,50.0,50.0,100.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8378500839341034
1.32,1.08,0.05,3.95,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,33.33333333333333,33.33333333333333,100.0,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,33.33333333333333,33.33333333333333,33.33333333333333,0.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,33.33333333333333,33.33333333333333,33.33333333333333,100.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,0.0,0.0,0.0,33.33333333333333,33.33333333333333,33.33333333333333,100.0,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,100.0,66.66666666666666,66.66666666666666,66.66666666666666,0.0,0.0,0.0,0.0,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,100.0,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,33.33333333333333,33.33333333333333,33.33333333333333,100.0,0.0,0.0,0.0,33.33333333333333,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,0.0,0.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,66.66666666666666,33.33333333333333,33.33333333333333,33.33333333333333,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,33.33333333333333,33.33333333333333,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,100.0,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,33.33333333333333,33.33333333333333,33.33333333333333,100.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.22,1.45,1.15,4.7,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,66.66666666666666,0.0,0.0,0.0,0.0,0.0,33.33333333333333,33.33333333333333,100.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,66.66666666666666,33.33333333333333,33.33333333333333,33.33333333333333,100.0,100.0,100.0,100.0,100.0,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,0.0,0.0,0.0,33.33333333333333,33.33333333333333,33.33333333333333,100.0,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,0.0,0.0,0.0,0.0,0.0,33.33333333333333,33.33333333333333,100.0,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,100.0,100.0,100.0,100.0,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,66.66666666666666,66.66666666666666,66.66666666666666,0.0,0.0,0.0,0.0,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,100.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,66.66666666666666,66.66666666666666,100.0,33.33333333333333,0.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,0.0,0.0,0.0,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,33.33333333333333,33.33333333333333,33.33333333333333,100.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,100.0,0.0,0.0,0.0,0.0,33.33333333333333,33.33333333333333,33.33333333333333,100.0,66.66666666666666,66.66666666666666,66.66666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.53,3.23,0.6,4.7,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,66.66666666666666,0.0,0.0,0.0,0.0,0.0,33.33333333333333,33.33333333333333,100.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,66.66666666666666,33.33333333333333,33.33333333333333,33.33333333333333,100.0,66.66666666666666,66.66666666666666,66.66666666666666,100.0,0.0,0.0,0.0,0.0,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,0.0,0.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,66.66666666666666,33.33333333333333,33.33333333333333,33.33333333333333,100.0,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,100.0,100.0,100.0,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,100.0,100.0,100.0,100.0,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,66.66666666666666,66.66666666666666,66.66666666666666,0.0,0.0,0.0,0.0,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,100.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,66.66666666666666,66.66666666666666,100.0,33.33333333333333,0.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,0.0,0.0,0.0,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,33.33333333333333,33.33333333333333,33.33333333333333,100.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,66.66666666666666,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,33.33333333333333,33.33333333333333,33.33333333333333,100.0,66.66666666666666,66.66666666666666,66.66666666666666,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
